ville,quartier,type_bien,surface_habitable,nb_pieces,nb_chambres,etage,ascenseur,etat,annee_construction,balcon,terrasse,parking,chauffage,classe_energie,distance_centre,distance_transport,score_commerces,date_mise_vente,prix
Bordeaux,Centre,Appartement,87.01089344315372,3,2.0,3,1,Très bon,1941.0,0,0,0.0,Individuel électrique,D,1.920540677191479,365.18191079339647,3.0,2022-01-05,513151.1958485547
Le Havre,Nord,Appartement,64.96036805740513,3,2.0,2,0,Correct,1952.0,0,1,0.0,Collectif,A,2.279815915447396,387.9678475043086,2.0,2021-11-22,135149.31775701643
Dijon,Centre,Maison,176.70281336371747,6,5.0,0,0,Correct,,0,0,0.0,Collectif,B,6.731761366113867,206.9945968690405,6.0,2023-08-23,427619.93294237053
Reims,Sud,Duplex,185.52867138715874,5,5.0,8,1,Correct,1996.0,0,0,1.0,Pompe à chaleur,B,4.823737056236982,395.20661036157054,,2023-01-01,399277.1315124348
Nice,Nord,Appartement,58.54298033404789,2,0.0,2,0,Correct,2011.0,0,0,0.0,Individuel électrique,B,5.681428280440873,431.9219934827511,1.0,2021-11-08,314239.4605686706
Angers,Est,Studio,24.35969188678733,1,0.0,0,0,Bon,1873.0,0,1,1.0,Collectif,A,4.250882526249121,195.41360179138834,3.0,2023-12-05,77394.55117401354
Paris,Bastille,Studio,41.594376477537324,1,0.0,6,1,Très bon,2009.0,1,0,0.0,Individuel électrique,B,2.7753750032625537,,1.0,2022-02-22,529816.15056716
Dijon,Sud,Duplex,173.41693501003772,7,7.0,1,0,Bon,1999.0,1,0,0.0,Pompe à chaleur,E,5.9422365724840684,108.06739833253823,10.0,2020-11-16,454006.5807426508
Dijon,Nord,Duplex,127.95096717219207,4,4.0,5,1,Très bon,1972.0,1,0,1.0,Collectif,D,2.466691274126473,361.863329435925,2.0,2023-03-27,450417.5573686596
Dijon,Centre,Studio,32.017661185556186,1,1.0,0,0,Correct,1924.0,1,0,1.0,Collectif,,9.304849347882536,594.9215915626014,3.0,2021-08-14,74469.19887585216
Toulouse,Ouest,Maison,133.73954084457176,5,3.0,0,0,Bon,,0,0,1.0,Individuel électrique,D,2.8923678470547705,930.0185981608657,4.0,2021-07-22,316288.3758419294
Nice,Centre,Appartement,68.20655372378476,2,2.0,0,0,Bon,1932.0,1,1,0.0,Individuel gaz,G,2.8828665889994296,455.3858748936704,9.0,2020-10-30,364626.6406434497
Reims,Nord,Maison,156.6922631419686,5,3.0,0,0,Très bon,2019.0,0,0,,Collectif,C,1.6228966311610176,157.6811749615268,8.0,2020-12-05,259738.84489110202
Lille,Nord,Studio,27.318581461856017,1,0.0,3,0,Bon,1989.0,0,0,0.0,Individuel électrique,D,2.422864747084996,36.80644220504364,,2023-11-14,78339.59820375114
Lille,Sud,Loft,99.91579209849249,4,2.0,0,0,Correct,1979.0,1,0,1.0,Individuel gaz,D,7.321025608986467,470.6275939057439,9.0,2021-02-12,331108.2469615031
Nice,Est,Studio,21.899293804543817,1,1.0,7,1,Correct,2002.0,0,0,0.0,Individuel électrique,D,4.18906951116137,,9.0,2020-09-11,115232.91886708673
Strasbourg,Centre,Appartement,93.03239366396123,4,3.0,5,1,Correct,1973.0,0,0,2.0,,A,3.1430163497714156,81.06217317163144,2.0,2021-02-05,386878.231695559
Toulouse,Sud,Maison,192.17636126205736,4,3.0,0,0,Neuf,,0,1,0.0,Individuel gaz,D,0.9841568335592057,442.38405474165864,,2021-03-06,707921.2963379803
Paris,Bastille,Appartement,55.3182109856276,3,1.0,2,0,Bon,1941.0,1,0,0.0,Pompe à chaleur,D,6.499922976743567,145.33887876635438,,2023-10-16,529354.4105752561
Dijon,Est,Appartement,77.83227931842526,3,1.0,3,1,Très bon,2021.0,0,0,0.0,Individuel électrique,C,4.282893827079599,366.3714386605278,,2022-04-13,236534.6529214777
Dijon,Sud,Appartement,70.68828939278046,3,2.0,5,1,À rénover,2006.0,1,0,2.0,Collectif,E,3.9870566845448625,602.0133344141084,,2021-08-07,143152.25026339584
Nice,Centre,Appartement,124.23793753667564,5,3.0,5,1,À rénover,2015.0,0,0,2.0,Individuel électrique,E,7.296107609966251,480.26862358191266,7.0,2021-05-04,560398.0837366144
Strasbourg,Nord,Studio,46.931880407916005,1,,2,0,Bon,1907.0,0,1,2.0,Individuel électrique,D,7.664223189757346,175.21915199628012,1.0,2021-05-07,178776.466583629
Lille,Ouest,Appartement,123.97915981685644,5,4.0,7,1,Bon,1939.0,0,0,1.0,Pompe à chaleur,D,19.90269204543684,17.995690513707768,9.0,2021-09-15,259088.25359470877
Lille,Centre,Appartement,67.94707094756986,2,1.0,8,1,Très bon,1894.0,0,1,0.0,Collectif,C,4.322922778616185,344.1615169717303,6.0,2023-01-25,303892.25783384364
Nantes,Est,Duplex,80.69231552833328,4,4.0,1,0,Très bon,2003.0,0,0,1.0,Individuel gaz,B,14.483345934489222,159.44654337322214,1.0,2023-06-03,264167.2380128763
Nice,Est,Appartement,57.38328486224114,2,1.0,7,1,Très bon,1928.0,1,1,0.0,Collectif,D,7.718856471588378,342.13324849075883,10.0,2021-12-28,359979.5516963373
Toulouse,Nord,Appartement,68.2717256014887,2,0.0,5,1,Très bon,1961.0,0,0,0.0,Pompe à chaleur,E,3.4300242513286463,112.26769758249742,7.0,2023-11-10,233954.235179915
Lyon,Vieux-Lyon,Appartement,72.0413140560018,4,3.0,7,1,Très bon,1942.0,0,1,0.0,Individuel gaz,B,14.819288224804113,275.6211024055038,2.0,2020-07-19,346901.1993851839
Toulouse,Ouest,Appartement,124.93125122311974,7,7.0,2,0,Très bon,2015.0,1,0,1.0,Individuel gaz,D,2.760659554116508,62.70385428283955,5.0,2023-12-13,514406.75166752725
Angers,Ouest,Appartement,97.51024252121351,3,2.0,4,1,Bon,1980.0,1,0,1.0,Individuel gaz,D,3.5142191678529047,566.20208624153,6.0,2023-09-25,224900.44161530846
Lille,Nord,Appartement,85.76121670786937,4,,1,0,Correct,2000.0,1,0,1.0,Individuel gaz,E,3.043012361589796,88.07780818081373,5.0,2020-12-19,236959.83647608256
Lille,Nord,Maison,237.11007067525773,4,3.0,0,0,Très bon,1979.0,1,0,0.0,Individuel gaz,B,8.350656161811226,147.32060363319536,4.0,2022-02-26,669568.689608639
Marseille,Joliette,Appartement,90.01764466016542,4,,5,1,Correct,1980.0,0,0,1.0,Collectif,C,8.464608145795768,295.23706287730647,3.0,2022-11-08,287454.6809002985
Lille,Nord,Appartement,95.73374586266796,4,3.0,3,1,Correct,1958.0,0,0,1.0,Individuel électrique,D,5.598433787155114,586.529063946415,5.0,2021-11-05,270324.3002591031
Paris,Saint-Germain,Loft,110.07405410584215,5,4.0,3,1,Correct,1938.0,0,0,1.0,Collectif,G,3.964668886172943,101.42692024270863,7.0,2021-07-31,1331826.7941877595
Montpellier,Centre,Appartement,52.784469559231376,3,2.0,4,0,Bon,1954.0,0,0,0.0,Individuel électrique,E,6.2314146754939355,177.0113428233486,10.0,2021-10-01,214967.6073546742
Nice,Nord,Loft,82.63128225695027,3,1.0,3,1,Correct,1946.0,0,0,0.0,Pompe à chaleur,E,8.04910296444123,438.03083448010256,5.0,2022-04-05,395426.78817440156
Le Havre,Ouest,Maison,122.24503794245285,4,2.0,0,0,Bon,1988.0,0,0,0.0,,C,7.595131157289371,315.1702048111528,5.0,2023-03-23,191535.39377127815
Toulouse,Sud,Appartement,92.66309955060171,3,3.0,5,0,Très bon,1962.0,1,1,2.0,Individuel gaz,C,1.4458383207513124,1133.4528851218101,5.0,2022-03-19,472968.25268020644
Montpellier,Ouest,Studio,24.609530355145125,1,0.0,6,1,Très bon,,1,0,2.0,Collectif,C,4.637068310940915,530.1372563491445,3.0,2022-01-09,114042.2704900947
Strasbourg,Sud,Appartement,70.83285266547725,4,3.0,6,1,Correct,1997.0,1,0,0.0,Collectif,E,6.48795578812895,338.7307355316399,6.0,2021-06-27,187169.50538830733
Lyon,Vieux-Lyon,Appartement,54.212549549740686,3,3.0,2,0,Très bon,1942.0,0,0,0.0,,A,4.563840666755006,,2.0,2023-02-15,302119.60128154216
Paris,Marais,Maison,228.73540613405848,5,4.0,0,0,À rénover,,1,0,0.0,Individuel électrique,D,5.835978406480491,382.7845358797603,8.0,2021-01-02,1624333.549509857
Reims,Ouest,Maison,175.1568112553341,4,3.0,0,0,Neuf,1972.0,1,0,1.0,,E,4.131696307744936,575.6802285723262,,2022-09-20,428213.80827448645
Rennes,Sud,Studio,33.51435390840349,1,1.0,8,1,Bon,1887.0,0,0,0.0,Individuel gaz,B,1.7619254271555314,761.6003200227176,6.0,2023-10-07,140038.02265317243
Toulouse,Est,Loft,128.27769267427323,5,4.0,4,1,Correct,1922.0,0,0,2.0,Collectif,,4.528907688977404,,3.0,2023-08-01,494974.31111449655
Montpellier,Nord,Appartement,87.47827217478051,3,2.0,2,0,Neuf,,0,0,,Pompe à chaleur,F,4.405324895818742,103.33543569123398,3.0,2023-03-27,362031.85569638025
Reims,Centre,Maison,231.9364319043024,4,3.0,0,0,Correct,1994.0,1,0,1.0,Pompe à chaleur,G,8.463351894402665,204.88091854346888,5.0,2020-04-29,384271.80779364635
Lyon,Vieux-Lyon,Maison,206.87999467523392,4,,0,0,Bon,1947.0,0,0,2.0,Individuel électrique,,8.181851330160567,146.2031328906119,4.0,2022-06-28,822499.4671529392
Marseille,Joliette,Duplex,94.61052904062201,4,4.0,0,0,Bon,1963.0,0,0,1.0,Collectif,B,7.646942414015083,1051.7455827586516,1.0,2023-09-01,334115.369722651
Reims,Centre,Studio,24.305960335244663,1,0.0,9,1,Bon,,0,1,0.0,Individuel gaz,E,9.1822922363854,55.161195727891766,8.0,2020-10-06,64831.687121754076
Paris,Belleville,Loft,232.66375543286202,5,4.0,3,0,Très bon,2020.0,0,0,1.0,,E,0.8649669508896262,,8.0,2021-09-30,3034852.677301358
Paris,Montmartre,Appartement,101.25195986306308,4,3.0,1,0,Très bon,2001.0,0,0,0.0,Individuel électrique,B,1.6975656086722533,277.50098473441267,2.0,2022-07-19,983889.5348961158
Le Havre,Sud,Studio,65.31785774647142,1,3.0,3,1,Bon,1890.0,0,1,1.0,Collectif,D,2.4417917550896853,50.333859447454415,10.0,2022-04-08,179470.89504605142
Marseille,Prado,Appartement,72.18685569574704,4,3.0,2,0,Neuf,1948.0,1,0,0.0,Collectif,D,3.413583042979779,378.1857633449215,4.0,2020-10-17,373493.46434665046
Rennes,Nord,Appartement,119.29922415386244,7,7.0,8,1,Très bon,1884.0,1,0,0.0,Individuel gaz,E,16.46187083025166,,3.0,2023-07-01,313209.0645119569
Nice,Nord,Duplex,133.3170931262638,4,4.0,3,1,Bon,1893.0,1,0,2.0,Individuel gaz,D,7.726832550296725,172.2093483746175,4.0,2022-08-13,678091.5680177375
Reims,Ouest,Appartement,83.62258191457155,4,3.0,3,1,Correct,1915.0,0,0,2.0,Pompe à chaleur,A,14.889170322344718,867.886974234778,3.0,2022-11-21,162257.93955057007
Marseille,Joliette,Duplex,119.27061380843887,5,5.0,5,1,Bon,1950.0,0,0,2.0,,D,6.707775682652182,99.31037547446279,6.0,2020-01-09,503337.6782389017
Paris,Belleville,Appartement,97.0491079991781,4,,2,0,Correct,1937.0,1,0,0.0,Individuel gaz,,9.209461788141045,210.8637230365463,4.0,2020-11-24,788929.9521221148
Paris,Belleville,Studio,36.97979213016531,1,1.0,1,0,Correct,1954.0,1,0,,Collectif,B,6.826151598750377,,4.0,2022-07-04,351051.828357842
Montpellier,Ouest,Appartement,73.29609151288483,4,3.0,5,1,Bon,,1,0,,Individuel gaz,B,4.148757032021369,54.8800657585274,8.0,2021-01-29,347545.91059312853
Lille,Sud,Appartement,65.75280131473684,3,2.0,7,1,Correct,,1,0,2.0,Individuel électrique,F,1.8710427539239494,341.2616493188947,7.0,2020-01-08,200715.82135518524
Rennes,Nord,Appartement,73.91024625471186,4,,0,0,À rénover,1954.0,1,0,0.0,Individuel électrique,E,7.773568387201416,389.05055397302397,2.0,2022-10-06,176929.8038935509
Reims,Sud,Maison,175.6841954623289,4,3.0,0,0,Bon,1985.0,1,0,0.0,Individuel gaz,D,2.9764384800226074,350.08799436465716,9.0,2020-10-17,383926.66295183153
Le Havre,Ouest,Appartement,69.11318790642096,2,1.0,6,1,À rénover,1957.0,0,0,0.0,Collectif,E,1.291325969830365,49.369669377399305,8.0,2022-07-04,99738.91733211881
Le Havre,Est,Maison,143.45803904530572,5,5.0,0,0,Bon,1959.0,1,1,2.0,Collectif,C,9.903027950402528,228.372199702704,4.0,2021-06-06,228535.3963943205
Reims,Nord,Appartement,78.48357944618542,3,,2,0,Neuf,1950.0,1,0,1.0,Pompe à chaleur,C,5.942667412994991,117.6229914286004,2.0,2020-06-09,262880.45487142366
Angers,Centre,Appartement,86.39230123234563,3,2.0,1,0,Correct,1959.0,1,0,1.0,Individuel électrique,F,6.175397018292114,214.32728872301092,2.0,2021-01-29,145422.10168541537
Dijon,Centre,Appartement,83.10953636193616,3,2.0,0,0,Bon,1974.0,1,0,0.0,Individuel gaz,E,3.7412110540053964,149.46210991124588,7.0,2023-06-05,250362.6965043015
Lyon,Part-Dieu,Appartement,57.167326651441705,2,1.0,1,0,Neuf,1912.0,1,0,1.0,Individuel électrique,E,5.071948065459391,9.026436440036044,7.0,2020-05-03,357049.763063604
Le Havre,Est,Studio,54.0492038886003,1,0.0,2,0,Très bon,,0,0,0.0,Individuel électrique,F,3.166376323867832,341.3156757968319,7.0,2021-09-25,122532.28978497731
Marseille,Vieux-Port,Loft,192.03615558589436,6,5.0,0,0,Correct,1993.0,0,0,,Pompe à chaleur,D,11.49344497214064,311.62682974479435,2.0,2023-04-08,710250.8281739135
Lyon,Part-Dieu,Appartement,92.17182793775453,4,4.0,1,0,Bon,2010.0,0,0,1.0,Individuel électrique,,18.667129424677896,226.62604839400763,8.0,2021-03-15,285398.9269419162
Marseille,Endoume,Maison,214.46616682654926,4,3.0,0,0,Très bon,1921.0,1,1,0.0,Individuel électrique,C,3.909251581451734,760.9205342725431,3.0,2022-06-01,743623.902248421
Strasbourg,Sud,Studio,33.58682653403507,1,0.0,5,1,Bon,1961.0,0,0,2.0,Pompe à chaleur,E,8.236642566030028,200.964550341664,10.0,2020-01-21,95974.17853219867
Paris,Saint-Germain,Appartement,85.02944427089876,3,,4,0,Correct,1968.0,0,0,0.0,Individuel électrique,D,7.990492851771769,461.50660340494625,,2020-10-03,793266.1067428637
Lille,Sud,Appartement,49.96500644227526,3,3.0,5,1,À rénover,2012.0,1,0,1.0,Pompe à chaleur,E,3.4981478470129206,199.0056306242838,3.0,2023-02-08,105061.26438725251
Montpellier,Nord,Maison,171.95660714307394,5,3.0,0,0,Bon,1941.0,1,0,2.0,Individuel gaz,D,7.779435002782558,200.93479371932372,2.0,2021-03-30,514667.2727829329
Le Havre,Sud,Appartement,75.39075496037444,4,3.0,1,0,Bon,1926.0,1,1,1.0,Collectif,,4.318893833393711,,5.0,2022-08-21,870743.2276503094
Lille,Sud,Appartement,132.6216081822528,4,2.0,0,0,À rénover,1919.0,0,0,,Collectif,C,5.807765012761704,92.77945164086022,1.0,2022-02-11,253536.41358206337
Lille,Nord,Appartement,71.13437184566278,4,2.0,3,1,Neuf,1923.0,0,0,,Collectif,E,2.3804521218407215,326.77383071829547,4.0,2020-10-24,275447.74024415464
Lille,Nord,Maison,259.60027146992945,6,5.0,0,0,Correct,2008.0,1,0,0.0,Individuel gaz,,7.720915435533237,476.3457873343048,8.0,2020-01-31,495808.89125117345
Dijon,Ouest,Appartement,77.58532546331682,3,2.0,2,0,Bon,1981.0,1,0,0.0,Pompe à chaleur,E,6.310764334119864,222.16182541417433,4.0,2022-01-18,205651.61004070856
Lyon,Croix-Rousse,Appartement,68.4690942900888,2,2.0,5,1,Correct,1962.0,0,0,1.0,Collectif,F,11.890644119993624,154.66069398453192,6.0,2022-04-21,197569.84874799757
Marseille,Vieux-Port,Appartement,50.58141596478918,2,1.0,3,1,Très bon,2008.0,0,0,0.0,Individuel gaz,,2.4216030915608124,260.69928953555427,9.0,2023-01-31,293322.16122099827
Bordeaux,Centre,Appartement,84.63434890774917,3,2.0,7,1,Neuf,1946.0,0,0,2.0,Collectif,C,6.267372521832429,553.1555559560334,8.0,2021-01-27,518987.6857680078
Strasbourg,Sud,Appartement,62.77060068528304,3,3.0,0,0,Correct,2015.0,0,0,0.0,,C,13.816749095092089,329.855739101167,9.0,2022-07-24,119523.25082670966
Toulouse,Ouest,Loft,84.5503443014589,3,2.0,2,0,Correct,1995.0,1,0,1.0,Individuel gaz,,15.351982921834962,163.37376381938293,7.0,2022-12-01,257534.5048821261
Lille,Sud,Appartement,91.98694171445354,4,2.0,2,0,Très bon,1864.0,1,0,2.0,Individuel gaz,C,1.5812414399046282,287.08580604098285,9.0,2022-11-09,338739.22828191053
Nice,Centre,Maison,191.96417994030318,6,4.0,0,0,Bon,1966.0,0,0,2.0,Individuel gaz,E,3.6067295166482616,168.01604636307158,10.0,2022-05-10,964470.2510699742
Lyon,Vieux-Lyon,Appartement,87.78046704060284,3,1.0,0,0,Correct,,0,0,2.0,Individuel électrique,B,11.146353573562672,321.41805985311015,7.0,2022-07-05,352185.86220381234
Le Havre,Est,Maison,176.4012367065404,5,3.0,0,0,Neuf,1960.0,0,0,0.0,Collectif,D,1.801984231046931,310.42453539962605,1.0,2021-03-28,332603.4817384903
Rennes,Ouest,Maison,150.58036119758842,4,3.0,0,0,Bon,2022.0,1,0,1.0,Individuel électrique,,1.927427390593401,,9.0,2020-07-29,454861.60082965187
Le Havre,Nord,Appartement,58.793791841949776,2,1.0,3,0,Correct,2005.0,1,0,0.0,Individuel gaz,,5.346055144497239,483.65677175047114,7.0,2022-04-20,99424.24168752896
Montpellier,Est,Studio,50.98113549292182,1,0.0,0,0,Bon,1995.0,0,0,1.0,Individuel électrique,E,6.684970164580193,133.68437844579825,6.0,2021-09-27,190854.31477854462
Toulouse,Ouest,Maison,208.06566756646995,7,6.0,0,0,Bon,,0,0,0.0,,E,1.9974276928934211,150.18612980032466,1.0,2023-10-15,559455.597916798
Bordeaux,Ouest,Studio,42.89625927143686,1,0.0,5,1,Bon,1910.0,1,0,0.0,Individuel gaz,D,10.001215679625638,235.79734206447807,2.0,2023-03-01,181309.87851845057
Nice,Centre,Appartement,74.13644882107789,3,2.0,0,0,Bon,2050.0,0,0,1.0,Individuel électrique,,1.4261134094796746,282.62219772379717,8.0,2022-06-26,469252.3662592016
Le Havre,Nord,Duplex,98.74764618662324,3,3.0,6,1,Bon,1985.0,0,0,0.0,Individuel électrique,D,4.8088635531609505,79.62925387700895,9.0,2022-08-23,192409.5372112423
Bordeaux,Ouest,Studio,24.051447410702913,1,1.0,0,0,Bon,1921.0,0,0,,Collectif,E,6.832923194438849,285.1665251593108,6.0,2021-03-01,84959.56824968565
Toulouse,Ouest,Duplex,120.99126581652004,6,5.0,3,1,Correct,2006.0,0,0,0.0,Individuel gaz,D,6.022899681234987,390.7710226864245,4.0,2022-11-22,307090.44078165025
Lille,Est,Maison,147.88373905435338,5,4.0,0,0,Bon,2009.0,1,1,1.0,Pompe à chaleur,E,4.607327938666774,295.2297186776018,2.0,2022-04-12,397611.7519438964
Nice,Centre,Maison,118.27684522249523,5,4.0,0,0,Très bon,1962.0,1,1,1.0,Pompe à chaleur,D,5.251056629574634,714.18346975483,5.0,2021-01-01,698801.5153140065
Bordeaux,Sud,Studio,37.495453519253665,1,0.0,1,0,Très bon,1980.0,0,1,0.0,Collectif,D,6.93347645738096,369.06282875412563,10.0,2023-07-11,187169.82397775058
Montpellier,Centre,Loft,150.6395039218774,6,,0,0,À rénover,1971.0,1,0,2.0,Individuel gaz,C,4.382333050404533,98.28869040656791,5.0,2021-05-11,605437.1153058929
Marseille,Castellane,Duplex,104.58012404786433,4,3.0,5,1,Bon,1875.0,1,0,1.0,,C,5.19409607728349,174.37092046951443,6.0,2023-05-29,388626.4266874411
Paris,Montmartre,Appartement,51.49369814737872,3,2.0,5,1,Neuf,1905.0,0,1,1.0,Individuel gaz,,8.33086225420087,438.9330759506012,,2021-05-05,752035.5274586529
Marseille,Prado,Studio,32.944050500530636,1,,5,1,À rénover,1998.0,1,1,1.0,Individuel gaz,C,6.764999460386609,173.76172663523835,,2021-07-11,86152.6840026574
Toulouse,Ouest,Appartement,73.8910630156746,4,2.0,2,0,Très bon,1969.0,0,1,0.0,Collectif,D,7.245680262689122,345.7727020252931,7.0,2022-02-08,272797.3654676732
Lyon,Vieux-Lyon,Maison,161.32565871554317,4,3.0,0,0,Correct,1980.0,0,0,0.0,Individuel gaz,E,4.681748302993936,,9.0,2020-10-03,398501.4230508046
Paris,Bastille,Appartement,87.2614436126292,4,3.0,10,1,Très bon,1980.0,0,0,0.0,Individuel électrique,E,3.0787476990888054,232.4218555650563,2.0,2023-06-24,910710.7669691023
Strasbourg,Centre,Appartement,79.73372486356561,3,2.0,2,0,Bon,1958.0,1,0,1.0,Individuel électrique,E,9.589870043382568,190.849678714179,1.0,2023-12-30,269925.73219553934
Montpellier,Nord,Duplex,130.64280316705123,4,2.0,1,0,Très bon,1870.0,1,0,1.0,,C,6.496573649963802,129.66034712958506,,2023-04-09,530737.3388709351
Strasbourg,Centre,Appartement,78.71278175283092,3,2.0,10,1,Neuf,1998.0,0,1,0.0,Individuel électrique,E,11.490970263699477,48.61636470477055,6.0,2023-02-13,362369.62497855775
Dijon,Centre,Maison,147.80788692875302,5,4.0,0,0,Neuf,1967.0,1,0,1.0,Individuel électrique,,8.144452007501988,332.6827011778919,6.0,2021-05-25,401635.92543798604
Nice,Nord,Maison,145.53811002809476,7,,0,0,Correct,1919.0,0,0,1.0,,C,5.8344004337233715,323.9550352502966,5.0,2022-12-12,562753.6728942969
Reims,Centre,Appartement,77.4317638226133,4,3.0,8,1,Bon,1864.0,0,0,1.0,Individuel électrique,,3.4768820374104,94.94250379205744,8.0,2020-12-23,239550.41723716588
Paris,Montmartre,Appartement,99.39381343753452,4,3.0,3,0,Bon,1862.0,0,0,1.0,,,9.680578330902378,309.98940082542475,6.0,2020-10-09,940627.6174632352
Strasbourg,Nord,Maison,179.97204172729835,4,3.0,0,0,Correct,1873.0,1,0,2.0,Individuel électrique,D,5.758097703815506,171.72499355895843,5.0,2020-02-23,478312.68306534615
Le Havre,Nord,Appartement,64.71490072760452,2,1.0,1,0,Bon,,0,0,0.0,Collectif,E,6.888029413426896,361.0838805342288,1.0,2020-08-01,116789.5300142148
Strasbourg,Sud,Studio,32.89783224090506,1,1.0,1,0,Neuf,,0,0,1.0,Pompe à chaleur,G,5.797865679960016,297.17965065782295,2.0,2021-08-29,130298.3978407549
Bordeaux,Centre,Duplex,124.68006466206702,7,6.0,3,1,Bon,1939.0,0,0,2.0,Individuel électrique,C,2.835651203706485,,8.0,2022-07-04,736276.0530244821
Marseille,Joliette,Appartement,63.02796691923078,3,1.0,5,1,Neuf,1982.0,1,1,0.0,Collectif,C,3.8497174694863476,167.99521016431308,3.0,2020-08-06,336396.9342469918
Bordeaux,Nord,Appartement,133.4287381751065,4,,0,0,À rénover,1939.0,0,1,0.0,Individuel gaz,D,4.793329149982828,19.222153000633117,10.0,2020-06-18,392528.58214637183
Dijon,Centre,Maison,214.55341552665027,5,,0,0,À rénover,1986.0,0,0,1.0,Individuel électrique,D,3.2809684510199197,100.81761084102135,7.0,2021-08-15,356189.7256716853
Paris,Bastille,Studio,29.901187282899635,1,0.0,4,1,Bon,,0,0,,Individuel gaz,D,5.805010998367434,552.5083424736176,10.0,2023-11-11,272715.2241938203
Paris,Montmartre,Appartement,129.90226372502903,4,3.0,0,0,Très bon,,0,1,0.0,Pompe à chaleur,D,5.775062959347282,261.54676316079974,6.0,2020-11-13,1626993.577694661
Dijon,Nord,Appartement,84.75345025546653,3,3.0,6,1,Correct,1990.0,0,0,1.0,,D,7.092728207450236,404.01782230921765,,2020-10-21,179025.31432172502
Toulouse,Est,Maison,186.5845882200683,6,4.0,0,0,Bon,1909.0,0,1,1.0,,E,1.1014393762680568,235.82219083491313,9.0,2021-04-27,596665.8080239485
Bordeaux,Sud,Duplex,166.28812078406222,6,5.0,3,1,Très bon,1951.0,1,0,0.0,Collectif,F,3.612850189557882,74.75551856565511,7.0,2021-01-11,704797.3655620579
Nantes,Sud,Appartement,98.04266351623164,3,1.0,9,1,Très bon,1987.0,1,1,0.0,Individuel électrique,B,8.187138865970288,117.09893457538406,10.0,2022-04-06,385913.3530507327
Le Havre,Nord,Appartement,88.2400325024062,3,,5,1,Correct,2015.0,0,0,2.0,Individuel gaz,,3.5000254283051673,29.60210197763111,1.0,2023-12-03,167885.33907144694
Rennes,Centre,Duplex,107.94971754996004,4,3.0,3,1,Correct,1981.0,0,0,2.0,Collectif,D,5.432338634860617,505.26275831122007,5.0,2023-10-06,394102.7931197754
